USERID,score,city,gender,age,equity,balance,products,credit_card,last_activity,EST_SALARY,churn
116454,861.0,Ярославль,М,37.0,5,1220929.22,2,1,0,134516.8,0
145694,862.0,Ярославль,Ж,30.0,3,382889.1,4,0,1,45348.27,0
202729,817.0,Ярославль,М,45.0,3,1267213.73,2,1,1,179051.74,1
219256,905.0,Рыбинск,М,35.0,0,,1,0,1,93943.09,0
171076,878.0,Ярославль,Ж,25.0,2,341287.09,2,0,1,86440.82,1
221338,833.0,Ярославль,Ж,26.0,3,147886.0,1,1,1,142371.57,0
134423,794.0,Рыбинск,Ж,43.0,2,171868.03,2,0,1,30212.13,0
134530,817.0,Рыбинск,М,35.0,5,783788.69,2,1,1,106314.15,0
176772,854.0,Ярославль,Ж,29.0,5,393070.37,1,1,0,105618.9,0
206961,915.0,Рыбинск,Ж,36.0,3,1062312.98,2,0,1,101225.33,0
163142,739.0,Ярославль,М,33.0,3,251397.35,2,1,0,100363.96,0
149588,911.0,Ярославль,Ж,43.0,2,910722.01,2,1,0,173099.86,0
145455,926.0,Ростов,М,20.0,0,,1,1,0,55970.51,0
198890,836.0,Ярославль,М,18.0,3,9753.01,2,1,0,57747.95,0
225521,942.0,Ярославль,М,53.0,0,,1,1,0,182693.34,0
181525,751.0,Ярославль,М,30.0,0,40899.29,2,1,0,67562.15,0
132300,897.0,Ярославль,М,34.0,0,,1,0,1,204899.45,0
176345,863.0,Ярославль,Ж,44.0,3,452297.54,3,0,1,117204.12,0
221249,803.0,Рыбинск,М,42.0,7,458193.57,4,1,1,83086.65,1
213442,762.0,Ярославль,Ж,38.0,3,1386697.43,2,1,1,90746.34,0
182029,915.0,Ростов,М,37.0,6,936898.86,4,1,1,107373.56,0
194003,826.0,Рыбинск,Ж,70.0,2,470121.77,2,0,0,34272.17,0
186174,892.0,Ярославль,М,33.0,0,,1,1,0,212516.83,0
151277,856.0,Ростов,Ж,56.0,3,1283597.35,2,0,0,115607.07,0
218886,785.0,Ярославль,М,36.0,3,352567.12,2,1,1,86962.33,0
137076,849.0,Рыбинск,Ж,57.0,0,363161.38,2,0,0,44503.25,0
171566,761.0,Рыбинск,Ж,28.0,2,400040.01,2,1,1,89896.11,0
205221,800.0,Рыбинск,Ж,43.0,5,646303.89,2,0,0,198444.16,0
219100,859.0,Ярославль,Ж,40.0,4,654263.23,2,1,0,211850.45,0
210130,751.0,Ярославль,Ж,57.0,3,351873.38,2,1,0,55018.73,0
125889,869.0,Рыбинск,М,25.0,5,189967.76,2,0,1,88043.19,1
171218,854.0,Рыбинск,Ж,45.0,3,363563.33,1,1,1,145033.88,0
202051,821.0,Рыбинск,М,49.0,2,796930.22,1,1,0,158640.31,0
114349,898.0,Рыбинск,Ж,41.0,5,572927.93,4,1,1,76930.63,1
136697,907.0,Рыбинск,М,42.0,0,,1,1,0,209744.16,0
176875,862.0,Ярославль,Ж,45.0,5,1455282.21,2,0,0,161059.4,0
197647,850.0,Ярославль,Ж,30.0,2,352852.05,2,1,1,72728.59,0
143324,910.0,Рыбинск,М,57.0,5,797169.88,1,1,0,89994.06,1
167727,915.0,Ярославль,М,31.0,0,,1,1,0,426953.65,0
219635,836.0,Рыбинск,М,39.0,6,548589.43,2,0,0,173860.94,0
212849,774.0,Ярославль,М,29.0,4,348128.72,2,1,0,120120.0,0
152002,694.0,Рыбинск,М,37.0,0,,1,1,1,335150.63,0
210785,925.0,Рыбинск,Ж,38.0,4,2558474.86,2,1,1,156181.75,0
225408,726.0,Рыбинск,Ж,53.0,0,,2,1,1,774872.7,0
205650,869.0,Ростов,Ж,80.0,4,570064.04,2,0,0,25503.2,0
127607,915.0,Ростов,М,24.0,5,1317769.56,2,0,0,186832.95,0
169653,800.0,Рыбинск,Ж,66.0,2,200990.82,2,0,1,78728.33,0
212030,867.0,Ярославль,М,59.0,5,851896.68,3,0,1,50771.03,1
216815,908.0,Ярославль,М,56.0,0,,1,1,0,97869.54,0
187761,868.0,Ярославль,Ж,19.0,4,8126.88,5,1,1,85323.98,0
145042,862.0,Ярославль,М,48.0,4,1438729.33,2,1,0,146907.07,1
218416,884.0,Ростов,М,66.0,4,2056445.19,2,0,1,134397.24,1
181533,866.0,Рыбинск,М,36.0,1,405328.34,2,1,0,122948.01,1
198894,877.0,Ростов,Ж,56.0,0,,1,0,0,105102.42,0
217047,827.0,Рыбинск,Ж,49.0,4,462800.22,2,1,1,56526.8,0
177671,801.0,Ярославль,Ж,45.0,3,348405.3,1,1,0,166408.1,0
216849,791.0,Ярославль,М,38.0,2,270634.11,1,1,0,70645.11,0
179075,807.0,Ярославль,Ж,40.0,4,410203.11,1,1,1,175559.48,0
116378,894.0,Ярославль,М,44.0,3,342983.96,2,1,0,212681.32,0
187139,845.0,Ярославль,Ж,31.0,0,102339.0,2,0,1,134394.6,1
194063,706.0,Рыбинск,Ж,62.0,0,,1,1,1,177318.59,0
222553,911.0,Ростов,М,46.0,0,,1,0,1,227868.02,0
129007,708.0,Рыбинск,Ж,78.0,0,,1,1,1,342387.74,0
225764,899.0,Рыбинск,Ж,26.0,0,,1,0,1,196943.37,0
143449,863.0,Рыбинск,Ж,29.0,5,330613.33,2,0,1,30979.6,0
226216,917.0,Ярославль,М,33.0,1,,2,1,0,243132.81,0
226890,926.0,Ярославль,М,51.0,0,,2,0,0,102341.15,0
173539,894.0,Рыбинск,Ж,40.0,4,458658.48,4,0,1,221447.68,0
147648,917.0,Рыбинск,М,41.0,4,3554336.33,4,0,0,267721.74,1
139850,825.0,Рыбинск,Ж,41.0,2,325460.89,2,1,0,97192.1,0
222699,801.0,Ростов,Ж,60.0,1,174436.56,1,0,1,56466.12,0
177414,839.0,Ростов,Ж,58.0,4,727190.21,2,0,0,94873.84,1
217863,817.0,Ярославль,М,68.0,3,265240.14,1,1,1,59772.73,0
198197,826.0,Рыбинск,Ж,30.0,7,353971.23,1,1,1,56220.84,0
203300,841.0,Ярославль,Ж,42.0,5,369361.6,2,1,1,125463.06,0
220942,691.0,Ярославль,М,55.0,0,,1,1,1,129374.49,0
198466,742.0,Ярославль,М,34.0,5,1054015.27,2,0,1,54811.82,0
129737,906.0,Ярославль,М,35.0,0,,1,1,1,179327.46,0
214913,917.0,Рыбинск,Ж,74.0,5,1727144.96,2,0,0,81494.01,0
214031,856.0,Рыбинск,М,36.0,2,386426.67,4,1,1,72767.85,0
155954,890.0,Рыбинск,Ж,56.0,2,1410787.44,4,0,0,105693.99,1
217868,889.0,Ярославль,Ж,33.0,5,1752896.24,2,0,1,225719.05,1
171789,919.0,Рыбинск,М,44.0,0,,2,1,0,165523.46,0
131848,901.0,Рыбинск,М,24.0,5,784403.68,2,1,1,162609.2,0
121811,775.0,Ярославль,М,65.0,0,169871.29,1,1,0,23230.86,0
141965,864.0,Ярославль,Ж,61.0,0,398312.02,2,1,1,83260.98,0
194717,853.0,Ярославль,Ж,26.0,6,324840.06,2,1,1,51849.62,0
195452,899.0,Ярославль,М,32.0,0,,1,1,0,116892.85,0
221197,663.0,Рыбинск,М,27.0,0,,1,1,1,172573.13,0
125458,908.0,Ярославль,М,48.0,4,1431513.75,2,1,0,151347.04,0
189951,877.0,Рыбинск,М,33.0,0,,1,1,1,119942.36,0
207658,875.0,Ярославль,Ж,76.0,5,676450.87,3,0,1,11319.5,0
192096,808.0,Ярославль,М,32.0,0,28374.75,1,1,0,61753.1,0
183584,894.0,Ростов,М,64.0,5,1298232.12,1,1,1,170379.85,0
131407,906.0,Ростов,М,32.0,3,967285.79,2,0,1,105086.63,1
123988,913.0,Рыбинск,М,56.0,5,1995160.41,2,0,1,366172.78,1
208076,810.0,Ярославль,М,47.0,3,437987.04,2,1,0,103530.61,0
183819,771.0,Ярославль,Ж,26.0,2,119252.61,2,1,0,54084.35,0
111617,888.0,Ростов,Ж,37.0,3,1910092.74,2,0,1,304297.84,1
136114,873.0,Ростов,М,39.0,3,255849.0,2,0,1,147178.39,1
206118,797.0,Ярославль,М,62.0,1,162924.06,2,0,0,80896.57,1
136454,921.0,Ярославль,Ж,45.0,0,,1,1,1,167018.83,0
122296,881.0,Рыбинск,М,55.0,0,,1,0,0,94752.11,0
198281,940.0,Ярославль,Ж,53.0,0,,1,1,1,177992.05,0
143059,889.0,Ярославль,Ж,52.0,5,845279.08,2,1,1,159712.77,1
228963,887.0,Ярославль,М,62.0,5,3360245.32,4,1,1,127200.05,1
117243,953.0,Ярославль,М,46.0,0,,1,1,0,189394.51,0
152362,746.0,Ярославль,Ж,35.0,0,288840.9,3,0,0,76213.86,0
198468,793.0,Ярославль,Ж,48.0,2,1027187.13,2,1,1,125097.69,0
210915,767.0,Ярославль,М,46.0,3,278247.32,2,1,0,104746.03,0
127052,699.0,Рыбинск,Ж,62.0,0,,1,1,0,241741.56,0
192350,822.0,Ярославль,Ж,38.0,5,683810.99,2,1,1,189963.52,0
171592,818.0,Ростов,Ж,37.0,1,260355.16,2,1,1,99131.01,0
119148,837.0,Ярославль,Ж,68.0,0,366530.29,1,1,1,59386.77,0
212087,858.0,Рыбинск,М,27.0,4,370422.23,2,1,0,30368.23,1
186413,801.0,Рыбинск,М,56.0,2,304151.41,2,0,1,83782.54,1
168333,873.0,Ярославль,Ж,43.0,5,602701.74,2,0,0,98190.99,0
228280,834.0,Рыбинск,М,28.0,3,658886.12,3,1,0,20550.99,0
137661,847.0,Ярославль,Ж,58.0,5,656330.54,2,0,0,46191.97,1
167069,817.0,Ростов,Ж,62.0,2,133886.03,3,0,0,22679.83,0
203420,832.0,Ярославль,М,34.0,3,984686.25,1,1,1,162835.36,1
132795,835.0,Ярославль,Ж,37.0,5,505335.51,3,0,0,125648.61,0
178711,807.0,Ростов,Ж,59.0,2,310579.86,2,0,0,68984.95,0
140383,908.0,Ярославль,М,33.0,5,649294.72,4,0,1,63645.46,1
176249,727.0,Рыбинск,М,46.0,3,1186726.27,2,1,1,90213.35,0
172319,917.0,Ярославль,Ж,51.0,4,547378.82,2,0,0,146408.16,0
137658,811.0,Ярославль,Ж,53.0,5,1026153.99,2,1,1,47359.46,0
182719,782.0,Ярославль,Ж,54.0,1,166007.1,2,1,0,18025.06,1
177707,881.0,Ярославль,М,37.0,2,920336.09,2,1,1,288877.89,1
204785,820.0,Ярославль,М,54.0,4,602579.66,3,1,0,24274.49,1
180156,881.0,Рыбинск,М,36.0,3,475293.3,2,1,1,110265.53,0
204141,720.0,Ярославль,Ж,45.0,0,,1,1,0,241042.42,0
208294,786.0,Ярославль,М,35.0,2,1329992.15,2,0,0,153150.77,0
128487,785.0,Ярославль,М,30.0,2,548343.57,2,0,0,56230.98,0
226886,883.0,Ярославль,Ж,42.0,0,,1,0,0,257003.5,0
169134,793.0,Ярославль,М,58.0,4,306444.78,3,1,0,43688.73,0
219614,894.0,Рыбинск,Ж,54.0,5,1408895.4,2,1,1,29901.5,0
119683,953.0,Ростов,Ж,67.0,4,1542089.03,2,0,1,132584.47,0
216644,942.0,Рыбинск,М,33.0,3,858901.18,1,1,0,73164.17,0
133880,938.0,Ярославль,М,34.0,0,,1,1,1,213672.64,0
146136,875.0,Ярославль,М,26.0,4,901222.29,1,1,0,128629.4,0
216678,807.0,Ярославль,Ж,27.0,5,241216.39,3,0,0,45240.95,0
165161,863.0,Ярославль,Ж,31.0,4,904183.25,4,1,1,176561.75,1
116931,711.0,Ярославль,М,33.0,0,,1,1,1,266415.33,0
145123,811.0,Ярославль,Ж,30.0,4,775933.09,2,0,0,70008.63,0
225795,768.0,Ярославль,М,29.0,5,395201.09,2,1,0,51470.17,1
228140,808.0,Рыбинск,М,46.0,1,204097.38,1,1,1,230416.15,0
162969,823.0,Ярославль,Ж,39.0,5,470013.26,2,0,0,169658.29,0
194238,768.0,Ярославль,Ж,55.0,5,580320.92,1,1,0,70683.5,0
198973,899.0,Ярославль,М,41.0,4,1314411.38,2,0,0,70686.05,0
183887,821.0,Рыбинск,М,49.0,1,97190.05,2,1,0,71669.59,0
198015,859.0,Ростов,Ж,33.0,5,482267.49,2,0,0,53322.85,0
194032,813.0,Ярославль,Ж,64.0,0,199405.38,3,1,1,95174.06,1
205035,725.0,Рыбинск,Ж,77.0,3,73.0,2,0,1,8729.84,0
114912,858.0,Ростов,Ж,54.0,3,1196306.3,2,0,1,64610.88,1
152352,889.0,Ярославль,Ж,60.0,0,,1,1,1,129689.96,0
220215,818.0,Ярославль,М,34.0,0,25354.23,2,1,0,128061.15,0
167009,806.0,Рыбинск,Ж,63.0,2,382625.53,1,1,0,54432.65,0
173494,793.0,Ярославль,Ж,51.0,4,1373805.82,2,1,0,159518.36,0
153474,899.0,Ярославль,М,49.0,0,,1,0,1,173879.98,0
130442,786.0,Рыбинск,Ж,31.0,4,711974.73,2,1,1,60774.44,0
120675,832.0,Рыбинск,Ж,37.0,2,430220.82,2,1,1,49742.87,0
171252,808.0,Рыбинск,Ж,25.0,3,260351.99,2,1,0,87984.94,0
173887,809.0,Ярославль,Ж,36.0,4,686834.87,2,0,0,87923.91,0
176434,836.0,Ярославль,М,49.0,5,834818.28,2,1,0,70864.29,1
206059,977.0,Рыбинск,Ж,66.0,4,6177830.43,1,1,1,278020.4,0
221751,824.0,Рыбинск,М,30.0,3,146960.97,2,0,1,37882.88,1
151482,829.0,Ростов,М,33.0,1,110123.48,1,0,0,55862.0,0
142731,845.0,Ростов,М,34.0,3,922379.55,2,1,0,90335.99,0
203295,929.0,Ярославль,М,58.0,0,,1,0,0,126191.5,0
214445,782.0,Ярославль,Ж,35.0,1,154417.46,2,1,0,95213.99,0
195914,852.0,Ярославль,Ж,39.0,5,1388255.7,5,1,1,135432.48,1
137643,884.0,Ростов,М,50.0,3,619957.21,2,1,1,68829.52,0
203348,912.0,Ярославль,Ж,37.0,0,,1,1,1,364739.41,0
123747,794.0,Ярославль,Ж,36.0,4,399011.15,3,0,0,53770.5,0
130502,851.0,Рыбинск,Ж,61.0,3,320707.98,2,0,0,53884.17,0
149858,819.0,Ярославль,М,30.0,4,297925.41,2,1,1,42113.41,1
124007,888.0,Рыбинск,М,36.0,4,1417593.91,1,1,0,99493.29,0
115145,743.0,Ярославль,М,47.0,3,399989.0,2,1,1,108650.67,0
151554,924.0,Ярославль,Ж,46.0,0,,1,1,1,342444.72,0
115016,856.0,Рыбинск,Ж,66.0,2,82944.55,2,0,0,65918.67,0
146648,649.0,Ярославль,М,33.0,0,,1,1,1,149318.49,0
138563,815.0,Ярославль,Ж,37.0,3,363288.25,2,1,0,59968.94,0
125838,776.0,Ростов,Ж,52.0,2,246646.73,2,0,1,74338.22,0
162657,872.0,Рыбинск,Ж,24.0,4,1191583.66,2,1,0,167744.82,0
153154,889.0,Рыбинск,М,31.0,3,287102.96,2,1,1,122983.06,1
140547,776.0,Ярославль,Ж,40.0,2,491419.33,3,1,0,173905.07,1
219271,853.0,Ярославль,М,32.0,3,373896.38,2,1,1,184926.21,1
188460,720.0,Ярославль,Ж,80.0,0,,1,1,1,153804.84,0
170648,878.0,Ярославль,Ж,51.0,4,496574.94,3,0,0,80321.64,0
122298,809.0,Ярославль,М,61.0,5,1217371.32,2,0,1,69292.8,0
181765,903.0,Ярославль,М,49.0,0,,1,1,1,291165.26,0
176246,685.0,Ростов,М,37.0,0,,2,1,1,106887.86,0
134645,866.0,Рыбинск,Ж,23.0,2,895945.89,2,0,1,161408.82,0
179087,952.0,Рыбинск,М,42.0,5,2832591.68,1,0,1,208710.01,0
205388,900.0,Рыбинск,Ж,36.0,3,383820.91,2,0,1,142840.67,0
200440,881.0,Ярославль,Ж,61.0,4,741203.45,3,0,1,97929.37,0
139753,799.0,Рыбинск,М,29.0,5,332319.81,2,1,1,40097.76,0
151045,830.0,Ростов,Ж,28.0,4,525086.91,2,0,0,34512.43,0
188950,820.0,Ростов,Ж,48.0,4,809285.74,2,0,1,137461.76,0
172788,913.0,Ярославль,М,69.0,0,,1,1,0,107681.37,0
123987,812.0,Ярославль,Ж,57.0,2,500456.67,2,1,0,116564.08,0
216542,816.0,Рыбинск,М,56.0,8,715209.23,2,0,0,43378.56,1
185110,793.0,Рыбинск,М,35.0,3,360001.55,1,1,1,142163.0,1
181279,875.0,Ярославль,М,33.0,3,823563.98,2,1,0,120989.35,0
156339,701.0,Ярославль,Ж,34.0,0,,1,1,1,92666.18,0
181465,762.0,Ростов,М,57.0,3,323489.0,2,1,0,15164.72,1
122301,829.0,Ярославль,Ж,37.0,4,214772.38,2,0,1,185528.26,0
226660,907.0,Ярославль,М,36.0,4,3211314.88,2,0,1,403450.79,1
138024,742.0,Ростов,М,48.0,3,787874.24,2,1,1,134944.32,0
227722,921.0,Ростов,М,27.0,0,,1,1,0,84412.19,0
215040,870.0,Ростов,М,36.0,0,,2,0,1,69603.33,0
133775,919.0,Ярославль,М,33.0,0,,1,1,0,235809.56,0
198791,860.0,Ярославль,М,25.0,5,159408.76,2,1,1,128975.96,1
216691,733.0,Ярославль,Ж,58.0,0,39.0,1,1,1,25780.53,0
195735,838.0,Ярославль,М,37.0,5,1245476.31,2,0,1,182952.19,0
129908,916.0,Рыбинск,Ж,38.0,5,894569.05,2,0,0,201161.95,0
167324,890.0,Ярославль,Ж,68.0,4,634870.22,3,1,1,31497.5,0
159972,763.0,Ярославль,М,44.0,3,777992.64,1,1,0,132258.54,0
174521,898.0,Рыбинск,М,33.0,0,,1,1,1,168870.05,0
201174,803.0,Рыбинск,Ж,66.0,4,731264.91,2,0,0,37059.4,0
129770,840.0,Ярославль,М,33.0,4,563032.06,1,1,0,134337.92,0
114974,777.0,Рыбинск,М,47.0,5,921940.73,3,1,1,150058.81,0
133864,868.0,Ярославль,М,59.0,3,1526816.37,2,0,1,59350.84,1
180683,881.0,Ярославль,М,67.0,4,778816.02,2,1,1,75941.18,0
202624,771.0,Рыбинск,Ж,48.0,3,271765.72,2,0,1,139792.1,0
202301,784.0,Рыбинск,М,39.0,1,226099.72,3,1,1,86929.5,1
213541,787.0,Рыбинск,Ж,34.0,4,283454.8,2,0,1,40284.5,0
220021,807.0,Ярославль,Ж,54.0,2,181326.91,2,1,1,63103.27,0
214431,802.0,Ярославль,Ж,44.0,4,1103143.56,1,1,0,248108.69,0
211605,908.0,Рыбинск,М,40.0,3,755972.28,2,1,0,246899.86,0
173781,780.0,Ростов,Ж,32.0,3,280555.24,2,1,0,59197.62,0
149603,824.0,Рыбинск,М,43.0,3,1289946.87,2,1,1,44704.54,0
213421,829.0,Ярославль,Ж,55.0,0,99563.54,2,1,0,73764.01,0
157747,834.0,Ростов,М,38.0,5,786220.75,2,1,0,188791.91,0
217850,754.0,Ярославль,Ж,43.0,0,208418.86,2,1,1,166819.52,0
160542,966.0,Ярославль,М,27.0,3,177733.4,2,1,1,31710.42,0
123095,811.0,Ростов,Ж,49.0,5,289568.35,2,1,0,106130.71,0
221200,720.0,Ярославль,Ж,39.0,0,,1,1,0,707703.09,0
178799,808.0,Рыбинск,Ж,36.0,3,589343.29,3,1,0,221976.37,0
221807,943.0,Ярославль,Ж,20.0,0,,1,1,1,90406.97,0
145811,873.0,Рыбинск,Ж,39.0,1,253338.0,2,1,0,109939.53,0
136193,949.0,Ярославль,М,32.0,1,,2,1,1,561705.64,0
196840,772.0,Ярославль,Ж,44.0,3,1077749.86,2,0,1,125074.66,0
198326,891.0,Ярославль,Ж,53.0,0,,1,0,1,88349.49,0
162267,806.0,Ярославль,М,47.0,2,1201280.89,3,0,0,76941.56,0
132035,872.0,Ярославль,Ж,38.0,4,556415.13,2,1,0,167736.32,0
194912,801.0,Ярославль,Ж,73.0,2,237151.43,3,1,1,58295.34,1
152367,809.0,Ярославль,Ж,35.0,0,181465.61,2,1,1,103553.3,0
186474,765.0,Рыбинск,М,38.0,3,264443.81,2,1,1,109404.32,0
215327,839.0,Ярославль,Ж,60.0,2,1021518.14,2,0,1,28307.61,0
194223,910.0,Ярославль,М,68.0,0,,1,1,1,115228.31,0
191082,830.0,Ярославль,Ж,53.0,2,787499.06,2,0,0,94459.12,0
216942,879.0,Ростов,М,57.0,5,1292963.92,1,0,0,98793.92,0
122492,724.0,Ярославль,М,48.0,0,,1,1,1,202488.09,0
190468,810.0,Ярославль,М,42.0,0,50468.8,2,1,0,214923.01,0
173832,902.0,Ярославль,Ж,34.0,0,,1,1,1,266314.24,0
159643,769.0,Рыбинск,Ж,36.0,5,1227221.22,3,1,0,145995.11,1
210293,867.0,Ярославль,Ж,44.0,4,1278329.28,2,0,0,175268.85,0
165435,879.0,Рыбинск,Ж,60.0,3,1847493.19,2,1,1,145652.87,1
119363,687.0,Ярославль,М,49.0,0,,1,1,1,186798.16,0
123307,919.0,Ярославль,М,63.0,3,2314631.97,2,1,0,206958.79,0
191153,907.0,Ярославль,М,38.0,0,,1,1,0,159369.96,0
185876,839.0,Ярославль,Ж,33.0,2,283984.17,2,1,0,56571.05,0
183326,711.0,Ярославль,Ж,37.0,0,,1,1,0,186707.57,0
145579,827.0,Рыбинск,Ж,29.0,4,611022.64,1,1,0,149688.31,0
184047,773.0,Ярославль,М,40.0,2,171163.54,1,1,1,182605.78,0
202705,860.0,Ярославль,М,22.0,4,68174.27,4,1,1,24502.92,0
226595,863.0,Ярославль,М,40.0,5,566391.17,1,1,1,140302.06,1
180714,898.0,Ярославль,Ж,57.0,3,512815.65,3,0,0,250081.43,0
168737,925.0,Ярославль,М,27.0,5,967840.03,2,1,1,180645.73,1
149903,930.0,Ярославль,Ж,60.0,5,1058407.77,2,0,1,89540.88,1
187130,894.0,Ростов,М,27.0,0,,1,1,1,170506.64,0
117581,686.0,Ростов,М,46.0,0,,1,1,0,209357.0,0
169018,797.0,Ярославль,М,28.0,4,853782.14,2,0,1,39995.82,0
207302,857.0,Ярославль,Ж,33.0,3,130119.51,2,0,1,203360.85,0
171519,963.0,Рыбинск,Ж,51.0,4,3695517.36,1,1,1,210740.05,0
139201,835.0,Ярославль,Ж,30.0,3,301782.58,2,1,0,58640.98,0
198833,897.0,Рыбинск,М,28.0,1,,1,0,1,149818.43,0
135435,868.0,Ярославль,Ж,39.0,4,1992819.57,2,0,1,391673.67,0
212569,726.0,Рыбинск,Ж,48.0,0,,1,1,1,209577.88,0
136584,860.0,Ярославль,Ж,35.0,3,618152.85,2,1,0,105485.95,0
141301,952.0,Ярославль,М,35.0,5,6673219.33,4,1,0,406287.12,1
219285,903.0,Ростов,Ж,66.0,0,,1,0,0,99015.32,0
116367,779.0,Ярославль,Ж,46.0,3,789465.93,2,1,1,106608.17,0
180902,741.0,Рыбинск,Ж,48.0,3,250711.37,1,0,1,150834.64,0
203106,835.0,Ярославль,М,42.0,2,453658.43,2,1,1,181655.2,1
140875,836.0,Ростов,Ж,59.0,4,451294.65,2,1,0,29465.83,0
218834,795.0,Рыбинск,М,40.0,6,601572.59,3,1,0,88724.52,0
140467,971.0,Ростов,М,39.0,4,719044.08,1,1,0,19493.16,0
205500,789.0,Ярославль,Ж,38.0,2,313217.91,3,1,0,153526.98,0
125559,815.0,Ярославль,М,66.0,5,268181.54,2,1,1,45885.38,0
131420,813.0,Ростов,Ж,64.0,3,1017915.35,2,0,1,33256.39,0
195565,869.0,Рыбинск,Ж,51.0,5,1396052.64,2,0,0,144153.48,1
226864,918.0,Ярославль,Ж,47.0,5,3173727.05,2,0,0,232390.8,0
226805,687.0,Рыбинск,Ж,37.0,0,,1,1,1,176544.54,0
187222,931.0,Ярославль,Ж,26.0,0,,1,1,1,183892.7,0
145605,797.0,Ярославль,М,31.0,2,191407.87,1,1,1,56000.64,1
175685,974.0,Ярославль,Ж,32.0,0,4778.12,2,1,0,139036.67,0
116131,699.0,Ярославль,М,32.0,0,,1,1,1,134861.85,0
163118,911.0,Ярославль,Ж,73.0,5,1366389.14,2,0,0,71599.1,0
213422,928.0,Ростов,М,31.0,0,,1,0,0,92961.85,0
210156,820.0,Ярославль,М,55.0,1,120499.29,2,0,0,81189.68,1
191929,880.0,Ярославль,Ж,41.0,5,1389354.74,2,0,1,180793.93,1
217022,802.0,Ярославль,Ж,36.0,1,301934.47,2,0,0,78588.77,0
157515,785.0,Ростов,М,40.0,3,1101125.09,2,1,0,237522.56,0
188519,834.0,Рыбинск,М,37.0,5,643613.24,2,1,1,179435.28,0
134291,906.0,Ярославль,Ж,34.0,5,777410.42,1,1,0,92181.66,0
145241,845.0,Ярославль,Ж,36.0,5,805755.81,1,1,0,73411.81,0
122604,817.0,Ростов,М,36.0,2,237951.32,3,1,0,203587.31,0
153707,855.0,Ярославль,Ж,67.0,5,981103.57,2,0,0,63109.95,0
180853,949.0,Ярославль,М,45.0,0,,1,1,0,1142166.48,0
167567,764.0,Ярославль,М,31.0,4,556547.46,1,1,0,46191.15,0
198104,790.0,Рыбинск,Ж,24.0,0,15704.08,2,0,0,151020.17,0
198953,787.0,Рыбинск,Ж,57.0,4,760063.13,2,1,0,102985.98,1
199436,886.0,Рыбинск,М,52.0,5,499233.52,4,1,0,53799.74,1
156566,808.0,Ростов,Ж,34.0,3,848452.65,1,1,0,129126.1,0
133538,893.0,Ярославль,М,61.0,5,592481.38,3,1,0,61148.67,0
129478,952.0,Ярославль,М,48.0,4,1530451.75,2,1,0,149111.96,0
170395,786.0,Ярославль,М,60.0,2,458612.72,1,1,0,125013.79,0
210350,849.0,Ростов,Ж,64.0,4,545780.24,2,1,1,22333.62,0
202058,892.0,Рыбинск,Ж,26.0,3,245090.44,2,1,0,57009.54,0
152651,844.0,Ярославль,Ж,35.0,5,894590.66,2,1,0,129641.87,0
